,last_scraped,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,price,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,id,host_id,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
10,9/28/2024,Bente,10/23/2011,"Oslo, Norway",within an hour,100%,100%,f,t,t,Private room in rental unit,Private room,1 shared bath,700.00,t,9/28/2024,6/17/2012,9/23/2024,no reviews,f,284644,1324869,1,1,1,1,1,1,3,7,3,3,7,7,3,7,5,5,7.2,9,0.3,4.86,4.9,4.91,4.92,4.85,1,0,0,0.73
11,9/28/2024,Peter Piotr,1/16/2012,"Oslo, Norway",within an hour,100%,95%,t,t,t,Private room in rental unit,Private room,1.5 shared baths,571.00,t,9/28/2024,2/20/2012,6/21/2024,no reviews,f,314213,1614549,3,3,1,1,1,1,2.1,365,5,5,365,365,5,365,8,31,7.2,4,0,4.79,4.73,4.75,4.89,4.85,1,0,0,0.82
12,9/28/2024,Hanne,3/22/2012,"Oslo, Norway",within an hour,100%,78%,f,t,t,Entire condo,Entire home/apt,1 bath,1214.00,t,9/28/2024,7/20/2015,8/5/2024,no reviews,f,397657,1986686,1,1,2,1,1,1,3,30,1,3,30,30,3,30,8,8,23,5,0,4.61,4.61,4.52,4.65,4.83,1,0,0,0.21
13,9/28/2024,Marius,3/28/2012,"Oslo, Norway",within an hour,100%,0%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,7/23/2017,7/21/2022,no reviews,f,405953,2023264,1,1,6,1,3,0,4,21,4,4,187.4,188.8,4,189.2,0,55,8,0,0,5,5,4.88,4.75,4.75,1,0,0,0.09
14,9/28/2024,Volkolas,5/15/2012,"Oslo, Norway",within a day,100%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,0.00,t,9/28/2024,8/5/2012,11/8/2019,no reviews,f,500008,2381047,1,3,2,1,1,0,2,90,2,2,90,90,2,90,0,0,7.2,0,0,4.74,4.8,4.84,4.87,4.58,1,0,0,0.7
15,9/28/2024,Jarle,5/28/2012,"Oslo, Norway",within a few hours,100%,93%,t,t,t,Entire condo,Entire home/apt,1 bath,1950.00,t,9/28/2024,5/21/2013,9/22/2024,no reviews,f,503782,2484478,1,1,5,1,3,1.2,3,30,2,3,30,30,3,30,2,2,7.2,13,0.3,4.75,4.78,4.39,4.8,4.93,1,0,0,0.3
16,9/28/2024,Bent,7/12/2012,"Oslo, Norway",within an hour,100%,33%,f,t,t,Entire rental unit,Entire home/apt,1 bath,740.00,t,9/28/2024,8/16/2012,12/23/2023,no reviews,f,590834,2914938,1,1,2,1,1,1,2.1,200,2.3,2.7,200,200,2.4,200,11,43,8,1,0,4.63,4.63,4.38,5,4.63,1,0,0,0.05
17,9/28/2024,Elin Killie,10/10/2011,"Oslo, Norway",within a day,100%,67%,f,t,f,Entire loft,Entire home/apt,1 bath,1575.00,t,9/28/2024,6/8/2013,7/11/2024,no reviews,f,613873,1272535,1,1,2,1,1,1,1,185.9,1,1,187.4,188.8,1,189.2,27,87,26,2,0,4.88,4.92,4.62,5,4.96,1,0,0,0.19
18,9/28/2024,Merete,8/5/2012,"Oslo, Norway",within a day,100%,100%,t,t,t,Private room in condo,Private room,1 shared bath,0.00,t,9/28/2024,8/13/2012,10/21/2023,no reviews,f,634884,3162475,2,2,2,1,0,0,1,3,1,1,3,3,1,3,0,0,7.2,1,0,4.89,4.89,4.97,4.95,4.77,1,0,0,1.99
19,9/28/2024,Kjersti,5/21/2012,"Oslo, Norway",within a day,100%,33%,f,t,t,Entire condo,Entire home/apt,1 bath,1900.00,t,9/28/2024,8/20/2023,12/27/2023,no reviews,f,724117,2425978,1,1,4,1,3,3,2,30,2,2,30,30,2,30,1,17,2,1,0,4.5,5,4,4.5,4.5,1,0,0,0.15
20,9/28/2024,Christian,8/27/2012,"Oslo, Norway",within a few hours,83%,85%,f,t,t,Private room in loft,Private room,1 private bath,0.00,t,9/28/2024,12/1/2012,8/17/2024,no reviews,f,739069,3389744,1,1,2,1,1,0,1,185.9,1,1,187.4,188.8,1,189.2,0,0,17,11,0,4.94,4.94,4.94,4.94,4.82,1,0,0,0.12
21,9/28/2024,Per Martin,10/28/2012,"Oslo, Norway",within an hour,100%,100%,t,t,t,Private room in rental unit,Private room,1 shared bath,1429.00,t,9/28/2024,12/15/2012,9/12/2024,no reviews,t,760266,3996622,1,1.4,2,1,1,2,1,3,1,1,187.4,188.8,1,189.2,26,82,7.2,3.3,0.3,4.71,4.77,4.71,4.85,4.73,1,0,0,1
22,9/28/2024,Mona Johanne,10/30/2012,"Oslo, Norway",within an hour,100%,99%,t,t,t,Private room in condo,Private room,1 shared bath,461.00,t,9/28/2024,12/12/2012,9/24/2024,no reviews,f,761018,4011871,2,2,2,1,1,1,1,5,1,1,5,5,1,5,5,33,7.2,3.3,0.3,4.88,4.91,4.8,4.9,4.92,1,0,0,1
23,9/28/2024,Gangadai,11/8/2011,"Oslo, Norway",within a day,100%,86%,f,t,t,Entire rental unit,Entire home/apt,1 bath,3393.00,t,9/28/2024,12/3/2012,8/15/2024,no reviews,f,773722,1386261,1.3,1.4,3.2,1,1.4,1.2,1,365,1,1,365,365,1,365,29,85,7.2,9,0,4.63,4.71,4.44,4.79,4.77,1,0,0,0.81
24,9/28/2024,Torbjørn,10/13/2012,"Leirfjord, Norway",within an hour,100%,97%,t,t,t,Entire rental unit,Entire home/apt,1 bath,1000.00,t,9/28/2024,2/16/2013,5/28/2024,no reviews,f,789864,3854740,3,1.4,2,1,1,1,2.1,720,2.3,2.7,720,720,2.4,720,0,0,27,1,0,4.74,4.74,4.33,4.42,4.96,1,0,0,0.19
25,9/28/2024,Tove,1/3/2013,"Oslo, Norway",within a few hours,100%,100%,f,t,f,Entire condo,Entire home/apt,1 bath,1800.00,t,9/28/2024,6/3/2015,8/25/2024,no reviews,f,869173,4578764,1,1,2,1,1,1,2,185.9,2,2,187.4,188.8,2,189.2,28,88,20,4,0,4.95,4.95,5,4.95,4.85,1,0,0,0.18
26,9/28/2024,Arild & Trine,12/28/2012,"Oslo, Norway",within an hour,100%,100%,t,t,t,Entire rental unit,Entire home/apt,1 bath,0.00,t,9/28/2024,3/31/2013,8/4/2024,no reviews,f,921279,4515346,1,2,3,1,1,0,2.1,185.9,2.3,2.7,187.4,188.8,2.4,189.2,0,0,7.2,7,0,4.82,4.77,4.86,4.98,4.87,1,0,0,0.66
27,9/28/2024,Nils,3/16/2012,"Oslo, Norway",within an hour,100%,94%,t,t,t,Entire rental unit,Entire home/apt,1 bath,2094.00,t,9/28/2024,4/17/2013,9/8/2024,no reviews,f,977648,1933196,1,1,2,1,2,1,2,185.9,2,2,187.4,188.8,2,189.2,28,88,7.2,3.3,1,4.89,4.91,4.91,4.84,4.97,1,0,0,1.91
28,9/28/2024,Stian,3/8/2013,"Oslo, Norway",within an hour,67%,0%,f,t,t,Private room in rental unit,Private room,1 shared bath,600.00,t,9/28/2024,8/25/2013,5/3/2023,no reviews,f,981888,5377617,2,1.4,3,1,1,3,2,185.9,2,2,187.4,188.8,2,189.2,29,89,10,0,0,4.56,4.3,4.2,4.9,5,1,0,0,0.07
29,9/28/2024,Sangeeta,4/23/2012,"Oslo, Norway",within an hour,100%,60%,t,t,t,Entire rental unit,Entire home/apt,1 bath,1349.00,t,9/28/2024,5/27/2013,6/9/2024,no reviews,f,1010214,2202709,2,3,2,1,1,1,2.1,185.9,2.3,7,187.4,188.8,2.4,189.2,17,72,7.2,3,0,4.85,4.93,4.77,4.94,4.88,1,0,0,0.6
30,9/28/2024,John Richard And Hilde,3/31/2013,"Oslo, Norway",a few days or more,0%,50%,f,t,t,Entire rental unit,Entire home/apt,1 bath,2061.00,t,9/28/2024,7/18/2014,6/15/2024,no reviews,f,1036219,5703901,3,3,5,1,2,2,2,500,2,3,500,500,2,500,12,48,7.2,1,0,4.78,4.8,4.8,4.85,4.73,1,0,0,0.33
31,9/28/2024,Mari + David,4/16/2013,"Oslo, Norway",within an hour,100%,100%,t,t,t,Entire rental unit,Entire home/apt,1 bath,1880.00,t,9/28/2024,6/5/2015,9/9/2024,no reviews,f,1083432,5956740,1,1,4,1,2,2,3,30,3,3,30,30,3,30,8,8,7.2,16,2,4.84,4.88,4.9,4.92,4.95,1,0,0,1.05
32,9/28/2024,Ole,5/4/2013,"Oslo, Norway",within a day,100%,50%,f,t,t,Entire townhouse,Entire home/apt,2 baths,5650.00,t,9/28/2024,9/4/2013,7/3/2023,no reviews,f,1134022,6220833,1,1,6,1,3,1.2,2.1,185.9,2.3,7,187.4,188.8,2.4,189.2,0,0,6,0,0,4.83,4.17,4.83,4.33,4.67,1,0,0,0.04
33,9/28/2024,Are,5/9/2013,"Oslo, Norway",within an hour,100%,90%,f,t,t,Entire rental unit,Entire home/apt,1 bath,1850.00,t,9/28/2024,7/14/2024,9/22/2024,no reviews,f,1159017,6307556,1,1,3,1,2,2,2,365,2,2,365,365,2,365,20,80,7,7,2,4.43,4.86,4.29,4.14,4.71,1,0,0,2.73
34,9/28/2024,Mari,3/11/2012,"Oslo, Norway",within a day,100%,100%,f,t,t,Entire condo,Entire home/apt,1 bath,1307.00,t,9/28/2024,8/7/2022,4/21/2024,no reviews,f,1211520,1904374,1,1,4,1,2,3,2,14,2,2,14,14,2,14,8,8,11,1,0,4.91,5,4.64,4.91,5,1,0,0,0.42
35,9/28/2024,William,5/24/2014,"Oslo, Norway",within a day,100%,50%,f,t,t,Entire rental unit,Entire home/apt,1 bath,1043.00,t,9/28/2024,10/15/2017,9/16/2024,no reviews,t,1226982,15921981,1,1,4,1,1,1,1,185.9,1,2,187.4,188.8,1.3,189.2,16,39,7.2,3.3,0.3,4.89,4.92,4.83,4.99,4.9,1,0,0,3.59
36,9/28/2024,Rune,6/5/2013,"Oslo, Norway",within a few hours,100%,69%,t,t,t,Entire rental unit,Entire home/apt,1 bath,973.00,t,9/28/2024,7/31/2021,10/21/2022,no reviews,f,1239012,6751091,2,2,1,1,1,1,3,185.9,3,3,187.4,188.8,3,189.2,30,90,9,0,0,5,4.89,5,5,5,1,0,0,0.23
37,9/28/2024,Rune,6/5/2013,"Oslo, Norway",within a few hours,100%,69%,t,t,t,Entire loft,Entire home/apt,1 bath,2200.00,t,9/28/2024,8/20/2018,8/19/2024,no reviews,f,1239077,6751091,2,2,3,1,2,2,3,185.9,2,3,187.4,188.8,2.4,189.2,28,88,28,5,0,4.96,4.96,4.93,4.96,5,1,0,0,0.38
38,9/28/2024,Anita,1/17/2012,"Oslo, Norway",within an hour,100%,100%,t,t,t,Private room in rental unit,Private room,1 shared bath,783.00,t,9/28/2024,6/23/2013,9/1/2024,no reviews,f,1250723,1616331,1,3,1,1,1,1,1,185.9,1,1,187.4,188.8,1,189.2,7,47,7.2,3.3,1,4.73,4.89,4.87,4.89,4.85,1,0,0,1
39,9/28/2024,Rein,7/1/2012,"Oslo, Norway",within a few hours,100%,77%,f,t,t,Entire rental unit,Entire home/apt,1 bath,1100.00,t,9/28/2024,3/11/2020,8/31/2024,no reviews,f,1281274,2793327,3,1.4,4,1,2,2,2.1,21,6,2.7,21,21,2.4,21,18,26,6,5,1,4.67,4.83,4.33,4.83,4.83,1,0,0,0.11
40,9/28/2024,Gry,5/20/2013,"Oslo, Norway",within a day,100%,73%,f,t,t,Entire rental unit,Entire home/apt,1 bath,1200.00,t,9/28/2024,9/9/2013,9/7/2024,no reviews,f,1283780,6480437,1,1.4,3,1,2,2,2,10,2,2,10,10,2,10,0,0,7.2,5,1,4.88,4.94,4.84,4.97,4.97,1,0,0,0.51
41,9/28/2024,Anja,6/23/2013,"Oslo, Norway",within a day,100%,0%,f,t,t,Entire condo,Entire home/apt,1 bath,1200.00,t,9/28/2024,7/17/2013,8/13/2023,no reviews,f,1307404,7063146,1,1,3,1,2,2,3,185.9,3,3,187.4,188.8,3,189.2,29,86,19,0,0,4.79,4.95,4.79,4.95,4.79,1,0,0,0.14
42,9/28/2024,Line K.,6/26/2013,"Oslo, Norway",within an hour,100%,100%,t,t,t,Private room in condo,Private room,1 private bath,900.00,t,9/28/2024,8/15/2013,9/22/2024,no reviews,t,1310319,7121844,2,2,2,1,1,1,1,60,1,1,187.4,188.8,1,189.2,24,77,7.2,3.3,0.3,4.9,4.94,4.82,4.97,4.92,1,0,0,1
43,9/28/2024,Orjan,7/3/2013,"Oslo, Norway",within a day,67%,33%,f,t,t,Entire rental unit,Entire home/apt,1 bath,833.00,t,9/28/2024,8/11/2013,8/30/2024,no reviews,f,1340004,7267318,1,1,2,1,1,1,2.1,30,2.3,2.7,30,30,2.4,30,28,88,11,1,1,4.45,4.27,4.55,4.64,4.91,1,0,0,0.08
44,9/28/2024,Nina,7/4/2013,"Oslo, Norway",within a few hours,100%,80%,t,t,t,Private room in condo,Private room,1 private bath,518.00,t,9/28/2024,8/27/2013,9/23/2024,no reviews,f,1342358,7280460,1,2,2,1,1,1,2,15,2,2,15,15,2,15,4,8,7.2,12,0.3,4.77,4.85,4.76,4.89,4.86,1,0,0,1.73
45,9/28/2024,Anne Guro,10/3/2009,"Oslo, Norway",within a day,70%,50%,f,t,t,Entire condo,Entire home/apt,1 bath,1043.00,t,9/28/2024,3/30/2016,9/20/2024,no reviews,f,1372955,43067,1,2,2,1,1,2,2.1,120,5,5,120,120,5,120,9,47,15,6,1,5,4.87,4.8,4.87,4.93,1,0,0,0.14
46,9/28/2024,Stein,7/15/2013,"Oslo, Norway",within a day,100%,50%,f,t,f,Entire rental unit,Entire home/apt,1 bath,2241.00,t,9/28/2024,never,no reviews,no reviews,f,1393357,7490536,1,1,2,1,1,1,2,30,2,2,187.4,188.8,2,189.2,29,89,0,0,0,4.9,4.9,4.8,4.9,4.9,1,0,0,0.14
47,9/28/2024,Henrik,12/10/2012,"Oslo, Norway",within a few hours,100%,92%,t,t,t,Entire home,Entire home/apt,1 bath,1791.00,t,9/28/2024,4/8/2014,8/24/2024,no reviews,f,1437865,4370667,1,2,4,1,1,1,3,30,3,3,30,30,3,30,14,66,7.2,11,0,4.96,4.92,4.96,4.96,4.9,1,0,0,0.67
48,9/28/2024,Marcus,5/13/2011,"Oslo, Norway",within an hour,100%,65%,f,t,t,Entire rental unit,Entire home/apt,1 bath,893.00,t,9/28/2024,8/9/2013,9/12/2024,no reviews,f,1459050,584177,1,1,2,1,1,1,2,185.9,2,2,187.4,188.8,2,189.2,8,25,7.2,8,2,4.85,4.89,4.83,4.91,4.89,1,0,0,0.41
49,9/28/2024,Nicolas,8/13/2013,"Oslo, Norway",within an hour,100%,92%,f,t,t,Entire rental unit,Entire home/apt,1 bath,645.00,t,9/28/2024,8/19/2013,9/19/2024,no reviews,f,1525951,8141989,2,1.4,3,1,0,2,1,185.9,1,1,187.4,188.8,1,189.2,13,58,7.2,3.3,0.3,4.55,4.67,4.46,4.77,4.85,1,0,0,1.94
50,9/28/2024,Tonje,8/19/2013,"Oslo, Norway",within a few hours,100%,71%,f,t,t,Entire condo,Entire home/apt,1 bath,1126.00,t,9/28/2024,10/24/2015,9/1/2024,no reviews,f,1551803,8264768,1,1,2,1,1,1,2,185.9,2,2,187.4,188.8,2,189.2,0,0,7.2,8,1,4.95,5,4.96,4.89,4.89,1,0,0,0.51
51,9/28/2024,Aud Jorunn,8/22/2013,"Oslo, Norway",within a day,100%,100%,f,t,t,Private room,Private room,1 shared bath,600.00,t,9/28/2024,9/16/2022,6/24/2023,no reviews,f,1563250,8317315,1,2,1,1,1,1,2,185.9,2,2,187.4,188.8,2,189.2,5,10,3,0,0,3.67,4.9,4.67,4.33,4.33,1,0,0,0.12
52,9/28/2024,Jorun,2/21/2013,"Oslo, Norway",within an hour,100%,80%,t,t,t,Private room in rental unit,Private room,1 shared bath,387.00,t,9/28/2024,1/4/2014,7/31/2024,no reviews,f,1563639,5173490,3,3,1,1,1,2,2.1,200,2.3,2.7,200,200,2.4,200,0,27,7.2,6,0,4.84,4.86,4.93,4.95,4.84,1,0,0,1.08
53,9/28/2024,Jorun,2/21/2013,"Oslo, Norway",within an hour,100%,80%,t,t,t,Entire rental unit,Entire home/apt,1 bath,1173.00,t,9/28/2024,12/4/2013,7/4/2016,no reviews,f,1563835,5173490,3,3,3,1,2,3,2.1,25,2.3,7,25,25,2.4,25,0,51,11,0,0,4.27,4.64,4.45,4.73,4.91,1,0,0,0.08
54,9/28/2024,Annika,8/26/2013,"Oslo, Norway",within a day,100%,33%,f,t,t,Entire home,Entire home/apt,2 baths,2000.00,t,9/28/2024,7/11/2017,8/5/2024,no reviews,f,1580805,8408057,1,1.4,5,1,3,1.2,2.1,30,2.3,7,30,30,2.4,30,0,8,7,1,0,5,5,4.71,5,4.57,1,0,0,0.08
55,9/28/2024,May B,9/4/2013,"Oslo, Norway",within a day,100%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,990.00,t,9/28/2024,8/14/2015,8/22/2019,no reviews,f,1621186,8623497,1,1,4,1,1,1,4,40,4,4,40,40,4,40,0,0,7.2,0,0,4.8,4.88,4.88,4.72,4.68,1,0,0,0.37
56,9/28/2024,Cecilie,5/30/2010,Norway,within a day,100%,0%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,10/13/2013,9/17/2023,no reviews,f,1667115,135225,1,2,4,1,2,0,2,365,2,2,365,365,2,365,0,0,7.2,0,0,4.42,4.59,4.09,4.59,4.78,1,0,0,0.8
57,9/28/2024,Riikka,9/22/2013,"Oslo, Norway",a few days or more,0%,50%,f,t,t,Entire home,Entire home/apt,2 baths,12857.00,t,9/28/2024,12/26/2015,12/26/2015,no reviews,f,1701229,8982596,2,2,3.2,1,1.4,1.2,1,185.9,1,1,187.4,188.8,1,189.2,30,90,1,0,0,5,5,4,5,4,1,0,0,0.01
58,9/28/2024,Åsmund,9/22/2013,"Oslo, Norway",within a day,100%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,1077.00,t,9/28/2024,6/4/2015,6/4/2015,no reviews,f,1703190,8991467,1,1,2,1,1,1,1,185.9,1,1,187.4,188.8,1,189.2,0,0,1,0,0,5,5,5,5,5,1,0,0,0.01
59,9/28/2024,John Richard And Hilde,3/31/2013,"Oslo, Norway",a few days or more,0%,50%,f,t,t,Private room in rental unit,Private room,1 shared bath,0.00,t,9/28/2024,10/19/2013,2/22/2020,no reviews,f,1713078,5703901,3,3,2,1,0,0,1,28,1,2,28,28,1.3,28,0,0,7.2,0,0,4.88,4.9,4.93,4.94,4.86,1,0,0,3.12
60,9/28/2024,Rodney,8/24/2013,"Oslo, Norway",within an hour,100%,94%,t,t,t,Private room in condo,Private room,1 shared bath,1022.00,t,9/28/2024,5/31/2014,9/23/2024,no reviews,f,1758800,8367162,2,2,3,1,1,1,1,3,1,1,3,3,1,3,30,83,7.2,3.3,0.3,4.95,4.97,4.97,4.95,4.84,1,0,0,1.39
61,9/28/2024,Line K.,6/26/2013,"Oslo, Norway",within an hour,100%,100%,t,t,t,Private room in condo,Private room,1 private bath,953.00,t,9/28/2024,11/5/2013,9/24/2024,no reviews,t,1771222,7121844,2,2,2,1,1,1,1,185.9,1,1,187.4,188.8,1,189.2,15,70,7.2,3.3,0.3,4.94,4.96,4.85,4.99,4.95,1,0,0,3.09
62,9/28/2024,Ole-Gunnar,10/3/2013,"Oslo, Norway",within a day,100%,80%,f,t,t,Entire rental unit,Entire home/apt,1 bath,1230.00,t,9/28/2024,11/4/2013,7/27/2024,no reviews,f,1804364,9201252,1,1,3,1,2,2,3,30,2,3,30,30,2.9,30,0,4,7.2,12,0,4.77,4.84,4.59,4.68,4.84,1,0,0,0.29
63,9/28/2024,Jo,6/20/2013,"Oslo, Norway",within a day,100%,100%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,2186.00,t,9/28/2024,4/23/2014,8/26/2024,no reviews,f,1808457,7012964,1,1,7,1,3,1.2,3,10,3,4,10,10,3,10,23,56,7.2,10,0,4.66,4.86,4.72,4.85,4.89,1,0,0,0.54
64,9/28/2024,Rannveig & Johan,9/28/2011,"Oslo, Norway",within a few hours,100%,92%,t,t,t,Tiny home,Entire home/apt,1 bath,1000.00,t,9/28/2024,3/5/2014,8/24/2024,no reviews,f,1836731,1221776,2,2,2,1,1,1,2.1,730,5,5,730,730,5,730,0,0,7.2,3.3,0,4.89,4.86,4.92,4.96,4.92,1,0,0,1.72
65,9/28/2024,Britta,10/26/2013,"Hanover, Germany",within a few hours,100%,100%,f,t,t,Entire condo,Entire home/apt,1 bath,1525.00,t,9/28/2024,1/7/2015,8/13/2024,no reviews,f,1846637,9646593,1,1,5,1,2,3,2,185.9,2,2,187.4,188.8,2,189.2,12,66,7.2,4,0,4.65,4.78,4.57,4.82,4.89,1,0,0,0.79
66,9/28/2024,Mandy,11/5/2013,"Oslo, Norway",within an hour,100%,100%,t,t,t,Private room in condo,Private room,1 private bath,750.00,t,9/28/2024,6/9/2023,9/15/2024,no reviews,f,1892682,9837995,2,2,2,1,1,1,1,30,1,1,30,30,1,30,0,17,7.2,3.3,0.3,4.98,4.96,5,4.96,4.98,1,0,0,1
67,9/28/2024,Marit & Paul,11/11/2013,"Oslo, Norway",within a day,100%,50%,f,t,t,Entire condo,Entire home/apt,1 bath,0.00,t,9/28/2024,4/14/2014,8/20/2023,no reviews,f,1915723,9935417,1,1,2,1,1,0,2,30,2,2,30,30,2,30,0,0,7.2,0,0,4.92,4.93,4.95,4.97,4.46,1,0,0,0.48
68,9/28/2024,Heidi,1/9/2012,"Oslo, Norway",within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,954.00,t,9/28/2024,1/3/2014,9/8/2024,no reviews,f,1969573,1585650,2,3,4,1,1,1,4,185.9,4,4,187.4,188.8,4,189.2,19,65,7.2,17,2,4.6,4.77,4.36,4.7,4.87,1,0,0,2.98
69,9/28/2024,Anette,11/26/2013,"Oslo, Norway",within an hour,90%,43%,f,t,t,Entire condo,Entire home/apt,1 bath,1400.00,t,9/28/2024,3/3/2024,9/7/2024,no reviews,f,1995063,10283168,1,1,4,1,2,3,2,365,2,2,365,365,2,365,20,78,13,13,1,4.77,4.92,4.62,4.92,4.85,1,0,0,1.86
70,9/28/2024,Trond Vika,11/27/2013,"Oslo, Norway",within a day,83%,40%,f,t,f,Private room in loft,Private room,1 shared bath,1500.00,t,9/28/2024,5/27/2014,10/1/2022,no reviews,f,1999509,10300607,3,1.4,2,1,1,1,2,185.9,2,2,187.4,188.8,2,189.2,29,89,7.2,0,0,4.93,4.98,4.8,4.9,4.98,1,0,0,0.33
